,german,italian,chineese,spanish,french
231,I was cleaning my ear with a sharp metal and accidentally something got into my ear and I started to see some blood coming out of my ear. Since then I have been having pain in my ear and can hear an echo in my ear. I would be very happy to know the best medicine for my ear treatment.,,,I was cleaning my ear with a sharp metal and by mistake it got into my ear and I started seeing some blood coming out of my ear. Since then I have been feeling some pains in my ear and may I be hearing an echo in my ear? I would be very glad to know what is the best medicine for the treatment of my ear.,I was cleaning my ear with a sharp metal and by mistake it entered my ear and I started seeing blood coming out of my ear. Since then I have pain in my ear and I can hear an echo in my ear. I would be very happy to know the best medicine for my ear treatment.
232,"After calling Teva Pharmaceuticals, they informed me that the stability and storage information printed on the packages of their Levalbuterol Inhalation Solution 125 mg/3 mL and 063 mg/3 mL and their Budesonide Inhalation Suspension 05 mg/2 mL and 025 mg/2 mL came directly from DailyMed. Therefore, I am trying to find out if there is extended stability information for any of the products, as the Nebs are not individually packaged and therefore, based on the information provided when the branded product Xopenex was still available, a significant amount of the product is wasted at our facility.","after calling Teva Pharmaceuticals, they told me that the stability and storage information printed on their 125 mg3 ml and 063 mg3 ml levalbuterol inhalation solutions, as well as the 05 mg2 ml and 025 mg2 ml budesonide inhalation suspension packages, is information taken directly from DailyMed, hence NIH. I am trying to determine if there is extended stability information for either product, as the nebulizers are not individually packaged and therefore a significant amount of product is wasted in our facility due to the information provided when the Xopenex brand was still available in September.","After writing to Eva Pharmaceuticals they relayed that the stability and storage information printed on their levalbuterol 125 mg3 ml and 063 mg3 ml inhalation solutions and budesonide 05 mg2 ml and 025 mg2 ml inhalation suspension packaging was information pulled directly from dailymed, therefore I am trying to determine if there is any extended stability information for these two products as these sprays are not individually packaged and therefore a significant amount of product is wasted at our facility due to the information provided when the name brand xopenex was still available.","After calling Teva Pharmaceuticals, I was told that the stability and storage information printed on their levalbuterol inhalation solution 125 mg3 mL and 0.63 mg3 mL packages as well as their budesonide inhalation suspension 0.5 mg2 mL and 0.25 mg2 mL packages is information pulled directly from DailyMed, so I have no information. I am trying to determine if any extended stability information exists for either product as the nebulizers are not individually packaged and therefore a significant amount of product is wasted in our facility due to information provided when the Xopenex brand was still available.",
234,"i have had two inguinal hernias 1 mesh 10 years ago Dr Name Place 1 plug mesh 1 year ago Dr Name Place after severe pain, a huge lump that never went away, and severe nerve issues in my upper thigh area for the past year i got an MRI and they say i have another inguinal hernia then i saw a Dr Name Place who says i need to lose 30 pounds before surgery he says he wants to put mesh on the hip bones so use a larger mesh that will hold up the whole inguinal area unfortunately there seems to be an infection in the bulging area i am a heavy equipment operator who is strapped into huge bouncing earth moving equipment all day.",i have had two hernias in my growth area 1mesh 10 years ago doctor name location 1plug mesh 1 year ago doctor name location after severe pain huge bulge that never went away and severe nerve discomfort in my upper thigh last year i had an mri and he said i have another hernia then i saw a doctor name location he said i need to lose 30 lbs before surgery he says he wants to attach the mesh to my hip bones so using a larger mesh that holds the entire growth area unfortunately i feel like i have an infection in the bulge area i am a heavy equipment operator with a seat belt in giant excavators that bounce all day mo,,"I had two hernias in my groin area, one mesh 10 years ago, doctor name, location, and one mesh with plug 1 year ago, doctor name, location. After severe pain, a huge bulge that never went away, and severe nerve discomfort in my upper thigh area for the past year, I got an MRI and he says I have another hernia. Then I saw a doctor, doctor name, location, who says I need to lose 30 pounds before surgery. He says he wants to put mesh on my hip bones, so he uses a larger mesh that holds up my entire groin area. Unfortunately, I seem to be getting an infection in the bulging area. I am a heavy equipment operator and wear a seat belt on giant excavators that bounce around all day.",i had two hernias in my thigh area 1 mesh 10 years ago doctor name location 1 mesh socket 1 year ago doctor name location after severe pain a huge lump that never went away and severe nerve discomfort in my upper thigh area last year i had an mri and he says i have another hernia i then saw a doctor location name he says i need to lose 30 pounds before surgery he says he wants to attach a mesh to the hip bones thus using a larger mesh to hold the entire thigh area together unfortunately it seems i have an infection in the bulging area i am a heavy equipment operator attached to giant earth movers that bounce around all day
235,"Is it normal for the skin on my legs to have edema even if my legs aren't swollen? It's like that whether they are or not. I feel like my legs are made of putty lol but seriously, I have rheumatoid arthritis, vasculitis, fibromyalgia, and idiopathic urticaria.","is it normal for the skin on my legs to have dimpled edema even though my legs aren't swollen that's whether they are or not i feel like my legs are made of play dough lol but seriously i have rheumatoid arthritis, vasculitis, fibromyalgia and idiopathic urticaria","Is it normal to have pitting edema on the skin on my legs? Even though my legs aren't swollen, I feel like my legs are made of playdough regardless of whether they are swollen or not, haha, but seriously, I have rheumatoid arthritis, vasculitis, fibromyalgia, and idiopathic urticaria","Is it normal for the skin on my legs to have pitting edema, even though my legs aren't swollen? It's there whether they are or not, I feel like my legs are made of clay, lol, but seriously, I have rheumatoid arthritis, vasculitis, fibromyalgia, and idiopathic urticaria.","Is it normal for the skin on my legs to have pitting edema even though my legs aren't swollen? It's normal whether they are or not. My legs feel like they're made of play dough, but seriously, I have rheumatoid arthritis, vasculitis, fibromyalgia, and idiopathic urticaria."
236,"Hi, I'm a type 1 diabetic. I recently heard about pancreatic implants. I just wanted to find out how to go about getting one.",Hi I am a type 1 diabetic and I have recently heard about pancreatic implants. I just wanted to find out the process I would go through to try to get one.,"Hi, I am a type 1 diabetic and I recently heard about pancreatic implants and I just wanted to understand what procedures I would need to take to try and get it","Hi, I am a type 1 diabetic and recently heard about pancreas implants. I just wanted to know the process I would follow to try and receive one.","hello i am a type 1 diabetic, i recently heard about pancreatic implants, i just wanted to know the process i would go through to try to get one"
237,I have a problem with my penis gland because I use a lot of lidocaine. The skin is irritated and very sensitive especially when wet. Also the gland peels every 3 or 4 days for a week which causes very strong sensations of stimulation. I have had several treatments for the skin and my neurotic system but without any result. Please help me to cure this. Some doctors said there was no treatment for me and I would not have sexual contact forever.,I have a problem with my penis gland due to excessive use of lidocaine the skin is irritating and very sensitive especially when wet also the gland peels every 3 or 4 days during the week causing sensations of strong stimulation I have undergone several treatments for the skin and for my neurotic system but without any result please help me to cure this some doctors said that there is no cure for me and there would be no sexual intercourse forever,"I have problems with my penis glands due to heavy lidocaine use, the skin is irritated and very sensitive especially when wet and the glands peel every 3 or 4 days in a week causing very intense irritation, I have had several skin and nervous system treatments but nothing works, please help me heal it, some doctors say I can’t treat it and never have sexual contact","There is a problem in my penis gland due to using lidocaine a lot, the skin is irritating and very sensitive especially when it is wet, the gland is peeling every 3 or 4 days for a week leading to very high feelings I have undergone several treatments both for the skin and my neurotic system but without any result, please help me to cure this, some doctors said there is no treatment for me and there would be no sexual contact forever","there is a problem on my penile gland due to excessive use of lidocaine, the skin is itchy and very sensitive especially when wet. Also the gland peels every 3 or 4 days for a week which results in very stimulating sensations. I have undergone several treatments for the skin as well as my neurotic system but without any results. Please help me to cure this. Some doctors said there is no treatment for me and there will be no more sexual contact forever."
238,"hello, I would like to enquire what other non-invasive alternatives there are to diagnose brain injury apart from an invasive MRI or PET scan. The patient has a family history of cancer and is afraid of radiation exposure. Also, her neck and spine were fitted with metal discs after she developed scoliosis and osteoporosis. She lives in place, your urgent reply would be very welcome. Name","Hi, I would like to inquire about what other non-invasive alternatives there are to diagnose a brain injury other than invasive MRI or PET. The patient has a family history of cancer and is afraid of radiation exposure and also has metal discs in his neck and spine after developing scoliosis and osteoporosis. He lives in a locality. Your urgent response would be greatly appreciated. name","Hi, I would like to ask what other non-invasive alternatives are there to diagnose brain injuries besides invasive mrict or pet scans. The patient has a family history of cancer, is afraid of exposure to radiation, and also has metal discs in her neck and spine after developing scoliosis and osteoporosis. She lives in the location and would appreciate it if you could respond as soon as possible.","Hello, I would like to ask about what other non-invasive alternatives exist to diagnose a brain injury besides an invasive CT scan or PET scan. The patient has a family history of cancer and is afraid of exposure to radiation. In addition, she has metal discs in her neck and spine after developing scoliosis and osteoporosis. She lives in the same area. Your urgent response would be greatly appreciated. Name","Hello, I would like to know what are the other non-invasive alternatives to diagnose a brain injury, apart from an MRI CT scan or an invasive PET scan. The patient has a family history of cancer and is afraid of being exposed to radiation. She also has metal discs in her neck and spine after developing scoliosis and osteoporosis. She lives in a place where your urgent response would be much appreciated. Name"
239,"Hearing loss due to Alport disease If the hearing loss is due to Alport disease, the hearing loss is equal in both ears",,Hearing loss due to Alport's disease If the hearing loss is due to Alport's disease Is the degree of hearing loss the same in both ears?,"Hearing loss due to Alport disease If hearing loss is due to Alport disease, is the hearing loss the same degree in both ears?",
240,"Types of Metformin: As of today, I have been taking Metformin HCL 500mg twice a day for two weeks. I was diagnosed with a blood sugar reading of 495 and now it is down to 180. This morning I was prescribed pills by the ER as I do not have my own doctor and am waiting for ACA insurance. My friend gave me two bottles of Metformin that her mother took before she died and I was wondering if I could take them myself. The first one is Glipmetform25500mtab Teva USA according to the label on the bottle, one orally every day with a meal. The pill is white, flat sided and oval in shape and has 7456 on one side and 93 on the other.","metformin variety i have been taking metformin hcl 500mg twice a day for two weeks now, diagnosed with a blood sugar reading of 495 and now down to 180, i was prescribed pills this morning from the ER since i dont have a doctor and am waiting for aca insurance, my friend gave me two bottles of metformin her mother used before she died and i was wondering if i could take them myself, the first one is according to the label on the bottle glipmetform25500mtab teva uses one orally every day with a meal, the pill is white, flat, oval and has 7456 on one side and 93 on the other,",Types of metformin As of today I have been taking metformin hydrochloride 500mg twice a day for two weeks now it was diagnosed by a 495 blood sugar result this morning it dropped to 180 the ER gave me the medication as I do not have my own doctor and am waiting for ACA insurance my friend gave me two bottles of metformin that her mother used before she passed away I was wondering if I could take it myself the first one is based on the label on the bottle glipmetform25500mtab teva usa take one pill orally daily with food the pill is white with flat sides and oval shape with 7456 on one side and 93 on the other,"metformin varieties as of today i have been taking metformin hcl 500mg twice a day for two weeks. I was diagnosed via a blood sugar result of 495 and now it dropped to 180 this morning. I was prescribed emergency pills as i don't have my own doctor and am waiting for insurance here. My friend gave me two bottles of metformin that her mother had used before she died and i was wondering if i could take them myself. The first one is according to the bottle label glipmetform25500mtab teva use one orally every day with a meal. The pill is white flat sided, oval shaped and has 7456 on one side and 93 on the other.","varieties of metformin as of today I have been taking metformin HCL 500mg twice a day for two weeks now, I was diagnosed via a blood sugar result of 495 and now at 180 this morning, I was prescribed pills by the ER since I don't have a doctor and I am waiting for ACA insurance. My friend gave me two bottles of metformin that her mother had used before she died and I was wondering if I could take them myself. The first one is as labeled on the bottle. Glipmetform25500mtab Teva USA One by mouth daily with a meal. The pill is white, flat, and oval and has the number 7456 on one side and 93 on the other."
241,"hello, I want to buy a remedy from you. I have multiple sclerosis and there is a lot of talk in the media about C. perfringens type B being a trigger for multiple sclerosis. Here is a link to the news httpwwwbbccomnewshealth25925658. I want to buy this product: Echinacea angustifolia, Hydrastis canadensis, Lomatium, Myrrha, Nasturtium aquaticum, liquid propolis. Or could you kindly recommend me a remedy that fights this bacteria and tell me by email how to buy it and the total cost including shipping so I can order it. I look forward to your reply and thank you very much. Below you will find",hello I would like to buy a remedy from you I have multiple sclerosis and in the media there is a lot of talk about the fact that the bacterium C perfringens type B is a trigger for multiple sclerosis here is a link to the news http://wwwbbccomnewshealth25925658 I would like to buy this product bac echinacea angustifolia hydrastis canadensis lomatium myrrha nasturtium aquaticum liquid propolis or could you kindly recommend a remedy that deals with this bacterium and send me by email how I should buy it and the total cost including shipping so that I can order it I look forward to receiving your reply and thank you below,"Hi, I would like to buy a medicine from you, I have multiple sclerosis, there is a lot of discussion in the media about Clostridium perfringens type c type b being the cause of multiple sclerosis, here is a news link httpwwwbbccomnewshealth25925658 I would like to buy this product bac Echinacea angustifolia Coptis chinensis Lomatium Myrrh Nasturtium Propolis liquid, or can you recommend a medicine that can treat this bacteria and tell me by email how I should buy it and the total price including shipping so that I can order it, I am eager to get your reply, thank you very much, the following is",,
242,I have a gland on the lower left side of my jaw that swells up and becomes very hard and causes pain. The only way to relieve it is to squeeze it with my fingers until it drains from a hole in my cheek into my mouth. What could be causing this? I just want to know if I should be worried about some type of cancer since my grandmother died from cancer in her lymph nodes.,i have a gland in the lower left side of my jaw that swells up and gets very hard causing pain the only way to relieve it is to push it with my fingers until it comes out of a hole inside my cheek into my mouth what could be causing this i just want to know if i should be worried about some type of cancer since my grandmother died of lymph node cancer,"I have a gland on the left side of my jaw and it is enlarged and has become very hard causing pain and the only way to relieve it is to press on it with my fingers until it drains out of a hole inside my cheek into my mouth, what could be causing this and I am just wondering if there is some kind of cancer I should be worried about because my grandmother died of lymph node cancer","I have a gland on the lower left side of my jaw that swells up and gets really hard causing pain, the only way to relieve it is to push it with my fingers until it pops out of a hole inside my cheek into my mouth causing this, I just want to know if I should be worried about a type of cancer since my grandmother passed from cancer in her lymph nodes","I have a gland on the lower left side of my jaw that swells and becomes very hard, causing pain. The only way to relieve it is to push it with my fingers until it pops out of a hole inside my cheek into my mouth. What could be causing this? I just want to know if I should be worried about some type of cancer since my grandmother died of cancer in her lymph nodes."
243,"hello, I'm from the place and was wondering if you could help me with some information about my duplication. I registered with place here in place but only me, my mother, my sister and one other person were diagnosed with this genetic abnormality. I have no idea what happened to the other person but my sister was affected by it when she was born. When I was born we didn't know my sister was born. Tests on me and my mother revealed that my mother and sister had the disease. At that point it seemed like I never had it. When I was 20 I went to my doctor and they said my genetics department was here in place",hi im from location and was wondering if you can help me with some information about my duplication i signed up for location here on location but only me my mom my sister and one other person were found to have this genetic anomaly i have no idea about the other person but my sister was affected when she was born when i was born we had no idea my sister was born and we ran tests on me and my mom showing my mom had the condition along with my sister at that point it looked like i never had it when i was 20 i went to my professional and they told me my genetics department here on location,"Hi, I am from the local area and I was wondering if you could help me with some information about my duplication, I have registered locally but only me, my mum, my sister and 1 other person have been found to have this genetic abnormality, I don’t know about the others but my sister was affected by it when she was born, when I was born we didn’t know my sister was born and tests were done on me and my mum and the results showed that my mum and my sister both had it, I never seemed to have it then, when I was 20 I went to my specialist department and they said my genetics department is here","Hi, I'm from Location. I'm wondering if you can help me with some information about my duplication. I registered with Location here on Location but only my mother, sister and one other person have this genetic abnormality. I have no idea about the other person but my sister was affected when she was born. When I was born we had no idea my sister was born and they did tests on me and my mother which showed my mother had the condition along with my sister. At the time it seemed like she never had it. When I was 20 I went to my profession and was told by my genetics department here at Location.","Hello, I am from location, I wonder if you can help me with information about my duplication. I registered for location here at location, but only me, my mother, my sister and one other person were found to have this genetic abnormality. I have no idea about the other person, but my sister was affected by it when she was born. When I was born, we had no idea that my sister was born and we had tests done, my mother and I, showing that my mother had the disease along with my sister. At that time, it seemed like I never had it. When I was 20, I went to my work and they said my genetics department was here at location."
244,"I understand that bruxism can be a result of tension or anxiety, but why this particular relaxation, why do people not clench their fists in their sleep or kick or in a number of activities, in other words, why is the jaw the most common place","I understand that bruxism can be the result of tension or anxiety, but why that particular release? Why don't people clench their fists while sleeping or kick or any other activity? In other words, why is the jaw the most common position?","I know bruxism can be a result of tension or anxiety, but why this particular release, why don't people clench their fists while sleeping or kicking their legs or any activity, in other words, why is the jaw the most common location for grinding teeth",,
245,"Honey, if someone tests positive for herpes simplex, can he father a baby if his wife has never been infected with the virus because she used condoms provided by her husband? Then he can select the sperm to perform artificial insemination and thus prevent transmission of the virus to his wife and baby when it is born.","dear, if someone is positive for herpes simplex mild, can he have a baby if his wife has never caught the virus before because of her husband's use of condom, can he choose the sperm to do in vitro fertilization to prevent the transmission of the virus to his wife and his baby when he is born","Dear, if someone is positive for herpes simplex virus, can they have children, if his wife has never had the virus before because she used the husband’s condom, can they choose the sperm for IVF to prevent the virus from being passed on to his wife and his new born child",Dear if someone is positive herpes simplex and simplex if he can make a baby if his wife never get the virus before due to her husband condom use they can choose sperm to do IVF to avoid transmission of Virut for his wife and baby. When the newborn,Dear if someone is positive for mild herpes simplex can he make a baby if his wife never contracted the virus before because of her husband's condom use he can choose the sperm to do IVF to prevent transmission of the virus to his wife and baby when he is born
246,My boyfriend had surgery on his rectum because it fell out of him. That was a few years ago. Is it normal for him to put his finger in his anus to go to the bathroom?,My boyfriend had rectal surgery because it came out a few years ago. Is it normal for him to stick his finger in his anus to go to the bathroom?,"My boyfriend had rectal surgery because of a dislocated anus, and a few years later he always puts his fingers in his anus to go to the bathroom, is this normal?",My boyfriend had rectal surgery because it came out a few years ago. Is it normal for him to put his finger in his anus to go to the bathroom?,"my boyfriend had rectal surgery because it came out of him, it's been a few years, is it normal for him to put his finger in his anus to go to the toilet"
249,Are there any risks for an elderly person to fly with a broken or bruised tailbone? Thanks in advance,,,Is there any risk that an older person will fly with a cracked or bruised tailbone out of gratitude in advance?,
251,"I don't know if you can answer this, but I thought I'd try someone who used to use drugs, especially heroin, and they've stopped and been clean for about 30 days. If their liver fails, won't they test negative for drugs?","I don't know if you can answer this question, but I thought I'd test if someone was using drugs, mostly heroin, and has stopped using and is clean for about 30 days; won't they test negative for drugs if their liver is failing?","I don't know if you can answer this, but I thought I'd give it a try, if someone used to use drugs, mainly heroin, and now they have stopped using, and have been drug free for about 30 days, if they have liver failure, would they not be able to test negative for drugs","I don't know if you can answer this, but I thought I would try if someone used to use drugs, mainly heroin, and they stopped using it and have been sober for about 30 days. Wouldn't they be able to test negative on the drug test if their liver is failing?","I don't know if you can answer this question, but I thought I would try if someone was using drugs, mainly heroin, and they stopped using them and have been clean for about 30 days. Won't they be able to test negative for drugs if their liver is failing?"
253,"my 5 year old grandson has Tourette's, his father, my son, has it too, his 7 year old brother scratches his arms and leaves scars. Is there anything we can do? He saw a neurologist once and he said to keep the 6 year old's medical records and come back in 6 months or sooner if it gets worse.","my 5 year old nephew has Tourette's, his father has it so does my son, his 7 year old brother scratches his arms and leaves scars, is there anything we can do? He has been to a neurologist once and he said to keep track of the 6 year old and come back in 6 months or sooner if things get worse.","My 5 year old grandson has Tourette's syndrome, his dad and my son also have it, his 7 year old brother scratches his arm and has scars, is there anything we can do? He went to the neurologist once and the doctor said to keep a record of the 6 year old and come back in 6 months or sooner if it gets worse","My 5 year old grandson has Tourette's, his father, my son, also has it, his 7 year old brother picks at his arms and leaves scars. Is there anything we can do? He went to a neurologist once and he told me to keep records of the 6 year old and come back in 6 months or sooner if things got worse.",my 5 year old grandson has tourette syndrome his father my son has it too his 7 year old brother scratches his arms and leaves scars is there anything we can do he went to a neurologist once and he said to keep records on the 6 year old and come back in 6 months or sooner if things get worse.
254,"clinicaltrialsgov Question General Information Is there any information on people who have both Charcot-Marie-Tooth disease and Parkinson's disease? My husband has both diseases. There is not much information on the combination of these two diseases. However, as a caregiver, it is difficult. Are there any genetic or other studies on these two diseases? Thank you. Name","clinicaltrialsgov general question is there any information out there about people who have both Charcot-Marie-Thompson disease and Parkinson's? My husband has both, there is not much information about these two diseases together, however as a caregiver this is a difficult question. Are there any genetic or other studies on these two diseases together? Thank you. Name","clinicaltrialsgov Question General Information Is there any information about people who have both Charcot-Marieto disease and Parkinson's disease My husband has both and there is not a lot of information about either disease, however, as a caregiver this is a difficult question Is there any research on the genetics or other aspects of these two diseases Thanks Name","Question from Clinicaltrials.gov General Information Is there any information available on people who have Charcot-Marie-Tooth disease and Parkinson's disease? My husband has both diseases. There is not too much information available on these two diseases together. However, as a caregiver, this is a difficult question. Are there any genetic or other studies on these two diseases together? Thank you. Name","Question on ClinicalTrialsgov: General information Is there any information on people with both Charcot-Marie-Tooth disease and Parkinson's disease? My husband has both diseases, but I don't have much information on the two diseases together. However, as a caregiver, this is a difficult question. Are there any genetic or other studies on the two diseases together? Thank you."
255,"does this often occur after an operation, what is the cause<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>","It is common after surgery, what is the cause<PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD><PAD>",,,
256,"httpwwwnlmnihgovmedlineplusencyarticle000421htm I see the statement that there is no known way to prevent this disorder, but treating other problems that can cause pseudogout can mitigate the condition, which I would like to have explained, especially what these other problems are and how they can be treated. I am particularly interested in whether it is not good to take extra calcium","httpwwwnlmnihgovmedlineplusencyarticle000421htm I see the statement that there is no known way to prevent this condition, however treating other problems that can cause pseudogout can make the condition less severe, which I would like you to explain to me specifically what these other problems are and how they can be treated. I am particularly interested in whether taking supplemental calcium might not be a good idea.","httpwwwnlmnihgovmedlineplusencyarticle000421htm I have seen statements saying there is no known way to prevent the disease, but treating other problems that may be causing pseudogout may make the condition less severe. I would appreciate some explanation, especially what those other problems are and how they can be treated. I am particularly interested in whether calcium supplements are inappropriate to take.",,
257,IP My daughter has IP and was diagnosed at birth 27 years ago. Now she is pregnant. What do we need to do to get her tested other than an amniocentesis? I heard on the news 3 weeks ago about blood tests that can detect chromosomal problems with a blood test. Will Location still has her medical records from when we were with Location. How do we get information on her current doctor who doesn't know about this? I don't want her to get an amniocentesis because there is a risk of miscarriage.,ip my daughter has ip and was diagnosed when she was born 27 years ago now she is pregnant what do we need to do to get her to do other tests besides amniocentesis i heard on the news 3 weeks ago about blood tests that identify chromosomal problems with a blood test will the location still have her medical records from back when we belonged to the location how can we get information to her current doctor who knows nothing about it i dont want her to do amniocentesis because of the risk of miscarriage,ip my daughter has ip and was diagnosed at birth 27 years ago and now she is pregnant what tests do we need to do besides amniocentesis? i heard about a blood test on the news 3 weeks ago that can identify chromosomal problems. does the location still have her medical records from that time? where were we affiliated with at that time? how do we convey the information to her current doctor who knows nothing about it? i don't want her to have an amniocentesis because of the possibility of miscarriage,"IP My daughter has IP and was diagonised when she was born 27 years ago, she is now pregnant what should we do to get it tested besides an Amnio I heard on the news 3 weeks ago about blood tests that identify chromosome problems with a blood test? The testing location still has her medical records from back then at the time we belong to the location.","My daughter has IP and was diagnosed at birth 27 years ago. She is now pregnant. What do we need to do to get her tested, other than an amniocentesis? I heard on the news 3 weeks ago about blood tests that can identify chromosomal problems. With a blood test, we will still have her medical records from when we were in the location. How do we get information to her current doctor who knows nothing about it? I would not want her to have an amniocentesis because of the risk of miscarriage?"
258,"I know you may not be able to answer this, but my blood pressure goes up at night when I'm sleeping. I'm on four medications. I've asked doctors why this happens and no one knows. This morning at 4am it was at 164 and I've been taking clonidine to try and control it. This is what worries me so much.",I know you may not answer this question but my blood pressure goes up at night when I sleep I take four medicines I asked the doctors why it happens and no one knows this morning at four in the morning it was 164 and I took a clonidine to help me solve the problem so I'm worried,"I know you probably won't answer this but my blood pressure goes up when I go to sleep at night and I'm on four medications, I've asked the doctors why this happens but no one knows, this morning at 4am it was 164 and I took a clonidine to help with that and it worries me","I know you may not answer this but my blood pressure goes up at night when I sleep, I take four medications, I have asked doctors why this happens and no one knows. This morning at four am it was at 164 and I took clonidine to help control it, it worries me so much.",i know you can't answer this question but my blood pressure goes up at night when i sleep i take four medications i have asked doctors why this is happening and no one knows this morning at four in the morning it was 164 and i took clonidine to help me get it down it worries me so much
259,Customer Service Inquiry: I am looking for a company or research facility that can perform genetic testing on the UGT gene group. Is there such a place? How can I get this type of testing done?,customer support request I am looking for a company or research center that can perform genetic testing on the UGT gene group is there such a place how can I get this type of test?,"Customer service request I am looking for a company research institute that can do genetic testing on ugt genome, is there such a place how can I get this type of testing",Customer Service Request I am looking for a company or research center that can perform genetic testing on the UGT gene pool. Is there such a place? How can I go about performing this type of testing?,customer service request i am looking for a company or research center that can perform genetic testing on the ugt gene group. Does such a place exist? How can i go about performing this type of testing?
261,"a friend had chemotherapy for breast cancer, she has foam in her mouth that seems to be coming from her gums, she has been to every doctor but no one can diagnose, she has tried everything that was recommended and nothing seems to help, she has fallen into a deep depression because of the constant foam, are there any studies on this, could anyone give an idea what could be causing this problem in her mouth, is there any interest in investigating her case, thanks",a friend went through chemo for breast cancer and developed foam in her mouth that seems to be coming from her gums. She has been to every doctor but no one has been able to diagnose her. She has tried everything that has been recommended and nothing seems to work. She has fallen into a deep depression because of this constant foam. Are there any studies available? Can anyone give me an idea of ​​what could be causing this problem in her mouth? Is there anyone interested in looking into her case? Thanks.,"A friend who had chemotherapy for breast cancer has developed foam in her mouth that seems to be coming from her gums, she has seen all the doctors and no one can diagnose it, she has tried everything recommended and nothing seems to work, she has fallen into a deep depression because of this constant foaming, is there any research available, can anyone tell me what is causing her oral problems, is anyone interested in researching her case, thanks",A friend of mine had chemotherapy for breast cancer and developed foam in her mouth that seems to be coming from her gums. She has been to all the doctors but no one can diagnose her. She has tried everything recommended and nothing seems to work. She has fallen into a deep depression because of this constant foaming. Would there be any studies available? Could anyone give some insight into what could be causing this problem in her mouth? Is there any interest in researching her case? Thank you.,"a friend of mine has been having chemotherapy for breast cancer, she has developed a foam in her mouth that seems to be coming from her gums, she has been to every doctor but no one has been able to diagnose her, she has tried everything that has been recommended and nothing seems to work, she has fallen into a deep depression because of this constant foaming. Are there any studies available? Can anyone give any insight into what could be causing this problem in her mouth? Are you interested in looking into her case? Thanks"
262,"I had my house sprayed to eradicate crickets and spiders. I immediately felt very sick, I had a tightness in my chest, racing heart, terrible fatigue, sore throat and very sore, red eyes. That was over a month ago. I still have a severe sore throat, severe chest pain and sore eyes. Is it possible that the spray is still having a harmful effect in my house? Every day I find masses of dead crickets and an assortment of flying insects lying all over my house?","I had my house sprayed to eradicate crickets and spiders and immediately started feeling very ill, I had a strong feeling of tightness in my chest, a racing heart, terrible tiredness, a sore throat and very painful red eyes, it's been over a month and I still have a severe sore throat, severe chest pain and sore eyes. Is it possible that the spray is still having a harmful effect on my home? Every day I find masses of dead crickets and an assortment of flying insects scattered all over my house?","I sprayed my home with insecticide to get rid of crickets and spiders but I immediately felt very sick, tightness in my chest, racing heart, very tired, sore throat, red eyes, this was over a month ago and I still have a sore throat, chest pain, and eye pain, is this spray still having a detrimental effect on my home, every day I find dead crickets and all kinds of flying insects all over my home","They sprayed my house to eradicate crickets and spiders. I immediately started to feel very sick, I had a very tight chest, racing pulse, terrible tiredness and a sore throat and very sore red eyes. That was over a month ago, I still have a very bad sore throat, chest pain and sore eyes. Is it possible that the spray is still giving off a harmful effect in my house? Every day I find piles of dead crickets and a variety of flying insects lying around my house.","I had my house sprayed to get rid of crickets and spiders. I immediately started feeling very sick. I had a very tight chest, a pounding heart, terrible fatigue, a sore throat and very painful red eyes. That was over a month ago. I still have a very sore throat, bad chest and sore eyes. Is it possible that the spray is still having a harmful effect in my house? Every day I find masses of dead crickets and an assortment of flying insects all over my house."
263,"Dear Sir, I need your help. I am Name and I have some questions for you. My uncle has a heart problem due to gastrointestinal problem and intestinal bleeding. The doctor says he is disabled. Now he is a little bit fine. He just has a big stomach pain but the bleeding from inside stops. He often has breathing problems. Also I give him Ventoline spray sometimes. We don't know what treatment to give him. Please I need your help. Thank you in advance. Sir. Best regards. Name",dear sir i need your help my name is i have a question to ask you my uncle has a heart problem due to a gastrointestinal problem and intestinal bleeding the doctor says he is disabled now he is a bit well it's just that he suffers a lot from the stomach but he doesn't bleed from the inside he often has breath problems also sometimes i give him the ventoline spray we don't know what treatment we should give him please i need your help thanks in advance sir best regards name,"Dear Sir, I need your help, I call your name, I have a question for you, my uncle had heart problems due to stomach problems and intestinal bleeding, the doctor said he is disabled, now he is a little better, just his abdomen is very painful, but his internal bleeding has stopped, he often has breathing problems, I also use Ventolin spray for him sometimes, we don't know what treatment we should give him, please help me, thank you in advance, sir, yours sincerely",Dear Sir I need your help I am a name I have some question to ask my uncle heart problem due to gastro problem and bleeding from intestinal that doctor say he is disability person now he is little bit ok its just he suffers a lot belly but he stop bleeding from inside he often have breathing problem also I give him Smetimes Ventoline Spray we don't know what treatment we should give him please I need your help thanks in advance sir all the best.,dear sir i need your help my name is and i have some questions to ask you. My uncle has a heart problem due to gastrointestinal problem and intestinal bleeding. The doctor says he is disabled. Now he is a little bit fine. It's just that he has a lot of pain in his stomach but he stops bleeding from inside. He often has breathing problems. I sometimes give him ventolin spray. We don't know what treatment we should give him. Please i need your help. Thanks in advance sir. Kind regards. Name
